Entrez ID	Symbol	Name	Gene Family	Type	RNA-Seq Correlation	RNA-Seq Correlation Self-Rank
84957	RELT	RELT tumor necrosis factor receptor	Tumor necrosis factor receptor superfamily, RELT family	not inferred		
283999	TMEM235	transmembrane protein 235		not inferred		
84951	TNS4	tensin 4	SH2 domain containing	best inferred	0.61	0.00
84950	PRPF38A	pre-mRNA processing factor 38A		not inferred		
84953	MICALCL	MICAL C-terminal like		not inferred		
400224	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	Pleckstrin homology domain containing	not inferred		
84952	CGNL1	cingulin like 1		not inferred		
9108	MTMR7	myotubularin related protein 7	Myotubularins, Phosphoinositide phosphatases	inferred	0.08	0.34
283991	UBALD2	UBA like domain containing 2		not inferred		
643669	CCER2	coiled-coil glutamate rich protein 2		not inferred		
9124	PDLIM1	PDZ and LIM domain 1	LIM domain containing, PDZ domain containing	landmark		
9125	CNOT9	CCR4-NOT transcription complex subunit 9	CCR4-NOT transcription complex	best inferred	0.67	0.00
9122	SLC16A4	solute carrier family 16 member 4	Solute carriers	best inferred	0.67	0.00
9123	SLC16A3	solute carrier family 16 member 3	Solute carriers	best inferred	0.75	0.00
643680	MS4A4E	membrane spanning 4-domains A4E	Membrane spanning 4-domains	not inferred		
9128	PRPF4	pre-mRNA processing factor 4	WD repeat domain containing	landmark		
9129	PRPF3	pre-mRNA processing factor 3		best inferred	0.74	0.00
9126	SMC3	structural maintenance of chromosomes 3	Proteoglycans, Structural maintenance of chromosomes proteins, Cohesin complex	landmark		
9127	P2RX6	purinergic receptor P2X 6	Purinergic receptors P2X	inferred	0.28	0.09
255043	TMEM86B	transmembrane protein 86B		not inferred		
255042	MGC16723	uncharacterized protein MGC16723		not inferred		
56033	BARX1	BARX homeobox 1	NKL subclass homeoboxes and pseudogenes	inferred	0.27	0.03
401551	WDR38	WD repeat domain 38	WD repeat domain containing	not inferred		
9120	SLC16A6	solute carrier family 16 member 6	Solute carriers	best inferred	0.63	0.00
9121	SLC16A5	solute carrier family 16 member 5	Solute carriers	best inferred	0.85	0.00
57369	GJD2	gap junction protein delta 2	Gap junction proteins	inferred	-0.23	0.78
83657	DYNLRB2	dynein light chain roadblock-type 2	Dyneins, cytoplasmic	not inferred		
84988	PPP1R16A	protein phosphatase 1 regulatory subunit 16A	Ankyrin repeat domain containing, Protein phosphatase 1 regulatory subunits	not inferred		
84987	COX14	COX14, cytochrome c oxidase assembly factor	Mitochondrial respiratory chain complex assembly factors	not inferred		
83659	TEKT1	tektin 1	Tektins	not inferred		
283989	TSEN54	tRNA splicing endonuclease subunit 54	tRNA-splicing endonuclease subunits	not inferred		
83658	DYNLRB1	dynein light chain roadblock-type 1	Dyneins, cytoplasmic	best inferred	0.83	0.00
401548	SNX30	sorting nexin family member 30	Sorting nexins, Autophagy related, PX-BAR domain containing	not inferred		
56034	PDGFC	platelet derived growth factor C		best inferred	0.68	0.00
84984	CEP19	centrosomal protein 19		not inferred		
283987	HID1	HID1 domain containing		not inferred		
401546	C9orf152	chromosome 9 open reading frame 152		not inferred		
84986	ARHGAP19	Rho GTPase activating protein 19	Rho GTPase activating proteins	best inferred	0.61	0.00
283985	FADS6	fatty acid desaturase 6	Fatty acid desaturases	not inferred		
84985	FAM83A	family with sequence similarity 83 member A		not inferred		
9119	KRT75	keratin 75	Keratins, type II	best inferred	0.43	0.01
83650	SLC35G5	solute carrier family 35 member G5	Solute carriers	not inferred		
84981	MIR22HG	MIR22 host gene		best inferred	0.79	0.00
643677	CCDC168	coiled-coil domain containing 168		not inferred		
9135	RABEP1	rabaptin, RAB GTPase binding effector protein 1		best inferred	0.79	0.00
9136	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	WD repeat domain containing	best inferred	0.75	0.00
9133	CCNB2	cyclin B2	Cyclins	landmark		
9134	CCNE2	cyclin E2	Cyclins	landmark		
9139	CBFA2T2	CBFA2/RUNX1 translocation partner 2	Zinc fingers MYND-type	best inferred	0.73	0.00
9138	ARHGEF1	Rho guanine nucleotide exchange factor 1	Rho guanine nucleotide exchange factors	best inferred	0.77	0.00
401541	CENPP	centromere protein P		not inferred		
9131	AIFM1	apoptosis inducing factor mitochondria associated 1		best inferred	0.80	0.00
83639	TEX101	testis expressed 101	LY6/PLAUR domain containing	not inferred		
9132	KCNQ4	potassium voltage-gated channel subfamily Q member 4	Potassium voltage-gated channels, Deafness associated genes	inferred	0.17	0.15
83638	C11orf68	chromosome 11 open reading frame 68		best inferred	0.84	0.00
84969	TOX2	TOX high mobility group box family member 2		not inferred		
256380	SCML4	sex comb on midleg-like 4 (Drosophila)	Sterile alpha motif domain containing	not inferred		
449523	JST	tumor suppressor gene JST		not inferred		
9130	FAM50A	family with sequence similarity 50 member A		best inferred	0.72	0.00
84976	DISP1	dispatched RND transporter family member 1		not inferred		
83648	FAM167A	family with sequence similarity 167 member A		not inferred		
84978	FRMD5	FERM domain containing 5	FERM domain containing	not inferred		
83642	SELENOO	selenoprotein O	Selenoproteins	not inferred		
83641	FAM107B	family with sequence similarity 107 member B		not inferred		
401535	C9orf170	chromosome 9 open reading frame 170		not inferred		
84975	MFSD5	major facilitator superfamily domain containing 5		best inferred	0.84	0.00
57379	AICDA	activation induced cytidine deaminase	Apolipoprotein B mRNA editing enzyme catalytic subunits	inferred	0.15	0.28
83643	CCDC3	coiled-coil domain containing 3		not inferred		
283971	CLEC18C	C-type lectin domain family 18 member C	C-type lectin domain containing	not inferred		
83640	FAM103A1	family with sequence similarity 103 member A1		not inferred		
84971	ATG4D	autophagy related 4D cysteine peptidase	Autophagy related	not inferred		
84970	C1orf94	chromosome 1 open reading frame 94		not inferred		
267020	ATP5L2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G2	F-type ATPases, Mitochondrial complex V: ATP synthase subunits	not inferred		
9146	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	Zinc fingers FYVE-type, ESCRT-0	best inferred	0.71	0.00
114826	SMYD4	SET and MYND domain containing 4	Zinc fingers MYND-type, SET domain containing	not inferred		
9147	NEMF	nuclear export mediator factor		best inferred	0.63	0.00
114827	FHAD1	forkhead associated phosphopeptide binding domain 1		not inferred		
9144	SYNGR2	synaptogyrin 2		best inferred	0.85	0.00
9145	SYNGR1	synaptogyrin 1		best inferred	0.82	0.00
378708	CENPS	centromere protein S		not inferred		
339184	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like		not inferred		
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	Ring finger proteins	best inferred	0.72	0.00
9149	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B		best inferred	0.71	0.00
56052	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	Glycosyl transferases group 1 domain containing	not inferred		
114821	ZBED9	zinc finger BED-type containing 9	SCAN domain containing	not inferred		
9142	TMEM257	transmembrane protein 257		best inferred	0.45	0.02
114822	RHPN1	rhophilin Rho GTPase binding protein 1	PDZ domain containing	not inferred		
9143	SYNGR3	synaptogyrin 3		landmark		
57380	MRS2	MRS2, magnesium transporter		best inferred	0.61	0.00
114823	LENG8	leukocyte receptor cluster member 8		not inferred		
9140	ATG12	autophagy related 12	Autophagy related	best inferred	0.70	0.00
57381	RHOJ	ras homolog family member J	Rho family GTPases	not inferred		
114824	PNMA5	paraneoplastic Ma antigen family member 5	Paraneoplastic Ma antigens	not inferred		
9141	PDCD5	programmed cell death 5		best inferred	0.65	0.00
114825	PWWP2A	PWWP domain containing 2A	PWWP domain containing	not inferred		
654364	NME1-NME2	NME1-NME2 readthrough		not inferred		
105373102	LOC105373102	uncharacterized LOC105373102		not inferred		
643699	GOLGA8N	golgin A8 family member N		not inferred		
340168	DPPA5	developmental pluripotency associated 5		not inferred		
114815	SORCS1	sortilin related VPS10 domain containing receptor 1		not inferred		
9158	FIBP	FGF1 intracellular binding protein		best inferred	0.82	0.00
9156	EXO1	exonuclease 1	Exonucleases	best inferred	0.55	0.01
114818	KLHL29	kelch like family member 29	Kelch like, BTB domain containing	best inferred	0.41	0.01
114819	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3		best inferred	0.69	0.00
9159	PCSK7	proprotein convertase subtilisin/kexin type 7	Proprotein convertase subtilisin/kexin family	best inferred	0.59	0.00
339175	METTL2A	methyltransferase like 2A	Methyltransferase like	not inferred		
56063	TMEM234	transmembrane protein 234		not inferred		
654346	LGALS9C	galectin 9C	Galectins	not inferred		
9150	CTDP1	CTD phosphatase subunit 1	CTD family phosphatases	best inferred	0.82	0.00
57396	CLK4	CDC like kinase 4	CDC like kinases	best inferred	0.78	0.00
9153	SLC28A2	solute carrier family 28 member 2	Solute carriers	inferred	0.17	0.09
9154	SLC28A1	solute carrier family 28 member 1	Solute carriers	inferred	0.30	0.05
56061	UBFD1	ubiquitin family domain containing 1		best inferred	0.68	0.00
9152	SLC6A5	solute carrier family 6 member 5	Solute carriers	inferred	-0.10	0.68
56062	KLHL4	kelch like family member 4	Kelch like, BTB domain containing	best inferred	0.58	0.01
57393	TMEM27	transmembrane protein 27		not inferred		
83667	SESN2	sestrin 2		not inferred		
83666	PARP9	poly(ADP-ribose) polymerase family member 9	Poly(ADP-ribose) polymerases	not inferred		
83660	TLN2	talin 2	FERM domain containing	best inferred	0.75	0.00
84991	RBM17	RNA binding motif protein 17	G-patch domain containing, RNA binding motif containing	inferred	-0.10	0.73
340156	MYLK4	myosin light chain kinase family member 4		not inferred		
84993	UBL7	ubiquitin like 7		not inferred		
83661	MS4A8	membrane spanning 4-domains A8	Membrane spanning 4-domains	not inferred		
84992	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y	Phosphatidylinositol glycan anchor biosynthesis	not inferred		
9168	TMSB10	thymosin beta 10		best inferred	0.65	0.00
114804	RNF157	ring finger protein 157	Ring finger proteins	not inferred		
9169	SCAF11	SR-related CTD associated factor 11	Ring finger proteins	best inferred	0.68	0.00
114805	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	Polypeptide N-acetylgalactosaminyltransferases	not inferred		
9166	EBAG9	estrogen receptor binding site associated, antigen, 9		best inferred	0.82	0.00
9167	COX7A2L	cytochrome c oxidase subunit 7A2 like		best inferred	0.71	0.00
340152	ZC3H12D	zinc finger CCCH-type containing 12D	Zinc fingers CCCH-type	not inferred		
339168	TMEM95	transmembrane protein 95		not inferred		
114800	CCDC85A	coiled-coil domain containing 85A		not inferred		
114801	TMEM200A	transmembrane protein 200A		not inferred		
9162	DGKI	diacylglycerol kinase iota	Ankyrin repeat domain containing, Diacylglycerol kinases	best inferred	0.70	0.00
93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	Beta 3-glycosyltransferases	not inferred		
114803	MYSM1	Myb like, SWIRM and MPN domains 1	Myb/SANT domain containing	not inferred		
81034	SLC25A32	solute carrier family 25 member 32	Solute carriers	best inferred	0.84	0.00
83697	SLC4A9	solute carrier family 4 member 9	Solute carriers	not inferred		
81035	COLEC12	collectin subfamily member 12	Collectins, Scavenger receptors, C-type lectin domain containing	best inferred	0.78	0.00
83696	TRAPPC9	trafficking protein particle complex 9	Trafficking protein particle complex	best inferred	0.50	0.01
83699	SH3BGRL2	SH3 domain binding glutamate rich protein like 2		not inferred		
81037	CLPTM1L	CLPTM1 like		not inferred		
83698	CALN1	calneuron 1	EF-hand domain containing	not inferred		
400258	C14orf180	chromosome 14 open reading frame 180		not inferred		
81030	ZBP1	Z-DNA binding protein 1		best inferred	0.50	0.02
83693	HSDL1	hydroxysteroid dehydrogenase like 1	Short chain dehydrogenase/reductase superfamily	not inferred		
105375787	LOC105375787	uncharacterized LOC105375787		not inferred		
81031	SLC2A10	solute carrier family 2 member 10	Solute carriers	best inferred	0.80	0.00
83692	CD99L2	CD99 molecule like 2		not inferred		
83695	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1		not inferred		
81033	KCNH6	potassium voltage-gated channel subfamily H member 6	Potassium voltage-gated channels	best inferred	0.40	0.02
83694	RPS6KL1	ribosomal protein S6 kinase like 1		not inferred		
340146	SLC35D3	solute carrier family 35 member D3	Solute carriers	not inferred		
83690	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1		not inferred		
9179	AP4M1	adaptor related protein complex 4 mu 1 subunit		best inferred	0.73	0.00
9177	HTR3B	5-hydroxytryptamine receptor 3B	5-hydroxytryptamine receptors, ionotropic	inferred	0.32	0.06
9172	MYOM2	myomesin 2	Fibronectin type III domain containing, I-set domain containing, Immunoglobulin like domain containing, Myosin binding proteins	best inferred	0.67	0.00
9170	LPAR2	lysophosphatidic acid receptor 2	Lysophosphatidic acid receptors	landmark		
9175	MAP3K13	mitogen-activated protein kinase kinase kinase 13	Mitogen-activated protein kinase kinase kinases	best inferred	0.39	0.03
9173	IL1RL1	interleukin 1 receptor like 1	I-set domain containing, Immunoglobulin like domain containing, Interleukin receptors, TIR domain containing	best inferred	0.59	0.00
81027	TUBB1	tubulin beta 1 class VI	Tubulins	inferred	0.18	0.19
81029	WNT5B	Wnt family member 5B	Wnt family	best inferred	0.50	0.00
81025	GJA9	gap junction protein alpha 9	Gap junction proteins	not inferred		
654377	CHES1L1	checkpoint suppressor 1-like 1		not inferred		
22877	MLXIP	MLX interacting protein	Basic helix-loop-helix proteins	best inferred	0.83	0.00
137868	SGCZ	sarcoglycan zeta		not inferred		
22878	TRAPPC8	trafficking protein particle complex 8	Trafficking protein particle complex	best inferred	0.68	0.00
730112	FAM166B	family with sequence similarity 166 member B		not inferred		
9188	DDX21	DExD-box helicase 21	DEAD-box helicases	best inferred	0.91	0.00
22879	MON1B	MON1 homolog B, secretory trafficking associated		best inferred	0.62	0.00
101929097	LOC101929097	uncharacterized LOC101929097		not inferred		
9189	ZBED1	zinc finger BED-type containing 1	Zinc fingers BED-type, Pseudoautosomal region 1	best inferred	0.49	0.00
9182	RASSF9	Ras association domain family member 9	Ras association domain family	inferred	0.22	0.19
9183	ZW10	zw10 kinetochore protein		landmark		
22870	PPP6R1	protein phosphatase 6 regulatory subunit 1	Protein phosphatase 6 regulatory subunits	best inferred	0.69	0.00
9180	OSMR	oncostatin M receptor	Fibronectin type III domain containing	best inferred	0.91	0.00
22871	NLGN1	neuroligin 1		best inferred	0.80	0.00
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	Pleckstrin homology domain containing, Rho guanine nucleotide exchange factors	landmark		
22872	SEC31A	SEC31 homolog A, COPII coat complex component	WD repeat domain containing	best inferred	0.90	0.00
22873	DZIP1	DAZ interacting zinc finger protein 1		best inferred	0.89	0.00
9187	SLC24A1	solute carrier family 24 member 1	Solute carriers	best inferred	0.63	0.00
22874	PLEKHA6	pleckstrin homology domain containing A6	Pleckstrin homology domain containing	best inferred	0.70	0.00
9184	BUB3	BUB3, mitotic checkpoint protein	WD repeat domain containing	best inferred	0.75	0.00
22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)		best inferred	0.66	0.00
9185	REPS2	RALBP1 associated Eps domain containing 2	EF-hand domain containing	best inferred	0.74	0.00
22876	INPP5F	inositol polyphosphate-5-phosphatase F	Phosphoinositide phosphatases	best inferred	0.75	0.00
10899	JTB	jumping translocation breakpoint		best inferred	0.70	0.00
